ts,eventId,Transform
2024-12-06T15:58:57.9299960Z,3,"{""position"":{""x"":-0.138320655,""y"":1.22269773,""z"":0.160718381},""rotation"":{""x"":0.133328959,""y"":0.460079223,""z"":-0.0121010859,""w"":-0.877726734},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:57.9575657Z,1,"{""position"":{""x"":-0.09205526,""y"":1.56467831,""z"":-0.06191782},""rotation"":{""x"":0.0213153549,""y"":-0.522537351,""z"":0.0435919,""w"":0.851234436},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:57.9575657Z,2,"{""position"":{""x"":-0.32520926,""y"":1.25278282,""z"":0.0361347534},""rotation"":{""x"":0.122122206,""y"":0.4587932,""z"":0.222812012,""w"":-0.8514399},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:57.9575657Z,3,"{""position"":{""x"":-0.126471281,""y"":1.2234354,""z"":0.16866526},""rotation"":{""x"":0.132404491,""y"":0.437609971,""z"":-0.0121524567,""w"":-0.88928},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:57.9857060Z,1,"{""position"":{""x"":-0.08491232,""y"":1.564045,""z"":-0.04930499},""rotation"":{""x"":0.02426431,""y"":-0.458184332,""z"":0.0516835749,""w"":0.887021542},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:57.9862066Z,2,"{""position"":{""x"":-0.318581581,""y"":1.2528398,""z"":0.0509952679},""rotation"":{""x"":0.126150087,""y"":0.4368776,""z"":0.220075846,""w"":-0.8630126},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:57.9862066Z,3,"{""position"":{""x"":-0.11438553,""y"":1.22430074,""z"":0.175745338},""rotation"":{""x"":0.133141547,""y"":0.415508538,""z"":-0.0139066726,""w"":-0.8996848},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0123481Z,1,"{""position"":{""x"":-0.0756874755,""y"":1.56462872,""z"":-0.0361910537},""rotation"":{""x"":0.0255981311,""y"":-0.3824151,""z"":0.05547935,""w"":0.9219683},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0123481Z,2,"{""position"":{""x"":-0.3115449,""y"":1.25335383,""z"":0.06474647},""rotation"":{""x"":0.130090162,""y"":0.4186659,""z"":0.224634081,""w"":-0.870250046},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0123481Z,3,"{""position"":{""x"":-0.101703495,""y"":1.225395,""z"":0.182432666},""rotation"":{""x"":0.135959789,""y"":0.391228139,""z"":-0.0146709979,""w"":-0.9100771},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0400413Z,1,"{""position"":{""x"":-0.06560126,""y"":1.56437171,""z"":-0.0258437879},""rotation"":{""x"":0.0281173345,""y"":-0.310685784,""z"":0.0600677319,""w"":0.948196},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0405392Z,2,"{""position"":{""x"":-0.303920537,""y"":1.2536484,""z"":0.07804458},""rotation"":{""x"":0.135036677,""y"":0.399440855,""z"":0.2275061,""w"":-0.8777545},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0405392Z,3,"{""position"":{""x"":-0.0897072554,""y"":1.22573352,""z"":0.188469291},""rotation"":{""x"":0.134281531,""y"":0.368490964,""z"":-0.0134537714,""w"":-0.919783652},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0686511Z,1,"{""position"":{""x"":-0.0547844768,""y"":1.564751,""z"":-0.0177875012},""rotation"":{""x"":0.0332391225,""y"":-0.243022755,""z"":0.0546879359,""w"":0.9679072},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0686511Z,2,"{""position"":{""x"":-0.296576977,""y"":1.25334859,""z"":0.09105541},""rotation"":{""x"":0.139409438,""y"":0.377134264,""z"":0.22404477,""w"":-0.8877718},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0686511Z,3,"{""position"":{""x"":-0.0774518251,""y"":1.22590816,""z"":0.193344325},""rotation"":{""x"":0.131194636,""y"":0.3481615,""z"":-0.0112214489,""w"":-0.928141},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0959535Z,1,"{""position"":{""x"":-0.04238165,""y"":1.56445026,""z"":-0.0108018424},""rotation"":{""x"":0.03982909,""y"":-0.173459888,""z"":0.05360528,""w"":0.9825741},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0959535Z,2,"{""position"":{""x"":-0.28981,""y"":1.2528553,""z"":0.102833152},""rotation"":{""x"":0.143001482,""y"":0.35970673,""z"":0.219357923,""w"":-0.895569},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.0959535Z,3,"{""position"":{""x"":-0.0655496,""y"":1.2258631,""z"":0.19731158},""rotation"":{""x"":0.130627975,""y"":0.3299546,""z"":-0.0112296976,""w"":-0.9348477},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.1235523Z,1,"{""position"":{""x"":-0.0295190588,""y"":1.5633384,""z"":-0.0057084607},""rotation"":{""x"":0.0483691543,""y"":-0.104391247,""z"":0.0559781753,""w"":0.9917809},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.1235523Z,2,"{""position"":{""x"":-0.281876326,""y"":1.25249016,""z"":0.11428602},""rotation"":{""x"":0.147688821,""y"":0.341139346,""z"":0.219256938,""w"":-0.9020745},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.1235523Z,3,"{""position"":{""x"":-0.05243847,""y"":1.22518158,""z"":0.20209232},""rotation"":{""x"":0.1293882,""y"":0.304568052,""z"":-0.0129017467,""w"":-0.943573356},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.1522519Z,1,"{""position"":{""x"":-0.0180121586,""y"":1.56226754,""z"":-0.002827833},""rotation"":{""x"":0.058727663,""y"":-0.04005235,""z"":0.0548111759,""w"":0.9959632},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.1522519Z,2,"{""position"":{""x"":-0.274480969,""y"":1.25138831,""z"":0.125120789},""rotation"":{""x"":0.148986578,""y"":0.3232725,""z"":0.218052924,""w"":-0.908708334},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.1522519Z,3,"{""position"":{""x"":-0.0407556221,""y"":1.22420561,""z"":0.205508888},""rotation"":{""x"":0.126243368,""y"":0.282770753,""z"":-0.0145889558,""w"":-0.9507316},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.1793227Z,1,"{""position"":{""x"":-0.0059353523,""y"":1.56253827,""z"":-0.00102090277},""rotation"":{""x"":0.06415276,""y"":0.0241645072,""z"":0.04883869,""w"":0.996451437},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.1793227Z,2,"{""position"":{""x"":-0.267060518,""y"":1.24977565,""z"":0.135629728},""rotation"":{""x"":0.149579942,""y"":0.3061093,""z"":0.211903319,""w"":-0.915980339},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.1793227Z,3,"{""position"":{""x"":-0.0293256938,""y"":1.2235359,""z"":0.20729287},""rotation"":{""x"":0.126895368,""y"":0.2646917,""z"":-0.017581163,""w"":-0.95578593},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2069039Z,1,"{""position"":{""x"":0.004567815,""y"":1.56350207,""z"":-9.564124E-05},""rotation"":{""x"":0.06229037,""y"":0.08561808,""z"":0.044747822,""w"":0.9933716},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2069039Z,2,"{""position"":{""x"":-0.259098172,""y"":1.248621,""z"":0.145116121},""rotation"":{""x"":0.152257577,""y"":0.287464976,""z"":0.208344936,""w"":-0.9223741},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2069039Z,3,"{""position"":{""x"":-0.0182971023,""y"":1.22218108,""z"":0.209191948},""rotation"":{""x"":0.125292361,""y"":0.245235741,""z"":-0.0199396517,""w"":-0.961126268},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2339718Z,1,"{""position"":{""x"":0.0136919105,""y"":1.56349742,""z"":-0.000431483379},""rotation"":{""x"":0.06152247,""y"":0.1356847,""z"":0.03746975,""w"":0.9881299},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2339718Z,2,"{""position"":{""x"":-0.251704037,""y"":1.24763632,""z"":0.153848961},""rotation"":{""x"":0.155384064,""y"":0.27129367,""z"":0.204311013,""w"":-0.9276382},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2339718Z,3,"{""position"":{""x"":-0.00777298771,""y"":1.22060013,""z"":0.210588679},""rotation"":{""x"":0.121837147,""y"":0.226188987,""z"":-0.023557853,""w"":-0.9661466},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2620408Z,1,"{""position"":{""x"":0.0227826163,""y"":1.56246674,""z"":-0.00238361419},""rotation"":{""x"":0.0636277348,""y"":0.1816161,""z"":0.0304353014,""w"":0.9808368},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2620408Z,2,"{""position"":{""x"":-0.244140461,""y"":1.246652,""z"":0.16258049},""rotation"":{""x"":0.1568677,""y"":0.2560187,""z"":0.199761689,""w"":-0.9327069},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2620408Z,3,"{""position"":{""x"":0.00278913043,""y"":1.22024786,""z"":0.211064711},""rotation"":{""x"":0.12278299,""y"":0.208140582,""z"":-0.0286794212,""w"":-0.9699378},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2906163Z,1,"{""position"":{""x"":0.0313132554,""y"":1.56208289,""z"":-0.004803261},""rotation"":{""x"":0.06820987,""y"":0.227024525,""z"":0.0239465069,""w"":0.9712023},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2906163Z,2,"{""position"":{""x"":-0.235269025,""y"":1.24615514,""z"":0.170501143},""rotation"":{""x"":0.160623327,""y"":0.239400357,""z"":0.201648608,""w"":-0.9360692},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.2906163Z,3,"{""position"":{""x"":0.0137906335,""y"":1.21987557,""z"":0.211613551},""rotation"":{""x"":0.122850157,""y"":0.187611967,""z"":-0.0313540176,""w"":-0.974025965},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.3176930Z,1,"{""position"":{""x"":0.03730245,""y"":1.5617882,""z"":-0.00760452356},""rotation"":{""x"":0.06880766,""y"":0.261219919,""z"":0.0154357385,""w"":0.9627001},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.3181950Z,2,"{""position"":{""x"":-0.2263606,""y"":1.24532008,""z"":0.178203017},""rotation"":{""x"":0.163790315,""y"":0.220484734,""z"":0.197952062,""w"":-0.940943241},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.3181950Z,3,"{""position"":{""x"":0.0250065736,""y"":1.21965575,""z"":0.211497575},""rotation"":{""x"":0.1210817,""y"":0.167244062,""z"":-0.0332463346,""w"":-0.977887154},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.3461432Z,1,"{""position"":{""x"":0.04280479,""y"":1.562186,""z"":-0.0119317118},""rotation"":{""x"":0.07538758,""y"":0.2878896,""z"":0.0149022732,""w"":0.9545754},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.3461432Z,2,"{""position"":{""x"":-0.218840614,""y"":1.24445653,""z"":0.185568377},""rotation"":{""x"":0.166759551,""y"":0.205938071,""z"":0.190369934,""w"":-0.9452725},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.3461432Z,3,"{""position"":{""x"":0.03610467,""y"":1.22043407,""z"":0.210781068},""rotation"":{""x"":0.1235913,""y"":0.147399291,""z"":-0.03457089,""w"":-0.9807158},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.3737321Z,1,"{""position"":{""x"":0.0480285063,""y"":1.5644213,""z"":-0.0162576456},""rotation"":{""x"":0.07363461,""y"":0.318805516,""z"":0.00640025549,""w"":0.9449339},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.3737321Z,2,"{""position"":{""x"":-0.2112337,""y"":1.2436254,""z"":0.192957863},""rotation"":{""x"":0.167922169,""y"":0.193133444,""z"":0.186519369,""w"":-0.9485316},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.3737321Z,3,"{""position"":{""x"":0.04782926,""y"":1.22168732,""z"":0.210288212},""rotation"":{""x"":0.126286432,""y"":0.12630257,""z"":-0.03931504,""w"":-0.9831347},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4018502Z,1,"{""position"":{""x"":0.0535051934,""y"":1.567553,""z"":-0.0214955527},""rotation"":{""x"":0.05324732,""y"":0.3537564,""z"":0.0007310467,""w"":0.9338204},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4029813Z,2,"{""position"":{""x"":-0.197891355,""y"":1.24160361,""z"":0.205106869},""rotation"":{""x"":0.164631858,""y"":0.1665574,""z"":0.181046948,""w"":-0.95518434},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4029813Z,3,"{""position"":{""x"":0.06701759,""y"":1.22351611,""z"":0.210277423},""rotation"":{""x"":0.123256914,""y"":0.08768624,""z"":-0.0401280224,""w"":-0.9876784},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4155446Z,1,"{""position"":{""x"":0.05206628,""y"":1.56774092,""z"":-0.0219815746},""rotation"":{""x"":0.0509088449,""y"":0.3469212,""z"":0.00227769557,""w"":0.936508834},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4160449Z,2,"{""position"":{""x"":-0.198312715,""y"":1.24172485,""z"":0.20449324},""rotation"":{""x"":0.16315344,""y"":0.166427568,""z"":0.181698,""w"":-0.955337},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4160449Z,3,"{""position"":{""x"":0.06612094,""y"":1.22386932,""z"":0.209720671},""rotation"":{""x"":0.122880526,""y"":0.08705815,""z"":-0.0376329,""w"":-0.987879038},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4316133Z,1,"{""position"":{""x"":0.0536702834,""y"":1.56824517,""z"":-0.02376679},""rotation"":{""x"":0.0475985743,""y"":0.357760251,""z"":0.000295874517,""w"":0.9325995},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4316133Z,2,"{""position"":{""x"":-0.193418548,""y"":1.241522,""z"":0.208060533},""rotation"":{""x"":0.163782731,""y"":0.1576007,""z"":0.181793958,""w"":-0.956707},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4316133Z,3,"{""position"":{""x"":0.0727449358,""y"":1.22483575,""z"":0.209208861},""rotation"":{""x"":0.124286883,""y"":0.07513837,""z"":-0.03619847,""w"":-0.9887349},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4431413Z,1,"{""position"":{""x"":0.05507184,""y"":1.56866789,""z"":-0.0255060066},""rotation"":{""x"":0.0446920022,""y"":0.366994083,""z"":-0.00177461444,""w"":0.9291474},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4436485Z,2,"{""position"":{""x"":-0.188424677,""y"":1.24167454,""z"":0.211116344},""rotation"":{""x"":0.166689888,""y"":0.149758354,""z"":0.18306981,""w"":-0.95722115},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4436485Z,3,"{""position"":{""x"":0.07907785,""y"":1.22594988,""z"":0.208608091},""rotation"":{""x"":0.127752632,""y"":0.06291628,""z"":-0.0355924368,""w"":-0.989168346},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4577836Z,1,"{""position"":{""x"":0.05651445,""y"":1.569133,""z"":-0.0271536019},""rotation"":{""x"":0.041606158,""y"":0.376183152,""z"":-0.00393692963,""w"":0.9256023},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4582833Z,2,"{""position"":{""x"":-0.183412865,""y"":1.24154508,""z"":0.214374527},""rotation"":{""x"":0.168058053,""y"":0.140970364,""z"":0.1829844,""w"":-0.958332241},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4582833Z,3,"{""position"":{""x"":0.08616461,""y"":1.22684884,""z"":0.208075449},""rotation"":{""x"":0.130101681,""y"":0.0479747579,""z"":-0.0352035537,""w"":-0.9897135},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4699051Z,1,"{""position"":{""x"":0.05781488,""y"":1.56948376,""z"":-0.0285103768},""rotation"":{""x"":0.03834214,""y"":0.384911358,""z"":-0.005647851,""w"":0.922139466},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4704107Z,2,"{""position"":{""x"":-0.178180769,""y"":1.24116576,""z"":0.217758968},""rotation"":{""x"":0.1678082,""y"":0.131414711,""z"":0.1813979,""w"":-0.960034},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4704107Z,3,"{""position"":{""x"":0.09348963,""y"":1.22719264,""z"":0.207611352},""rotation"":{""x"":0.129582748,""y"":0.0320486762,""z"":-0.0345042832,""w"":-0.9904497},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4844351Z,1,"{""position"":{""x"":0.05894773,""y"":1.56996334,""z"":-0.0298332758},""rotation"":{""x"":0.0352718458,""y"":0.392309,""z"":-0.006678399,""w"":0.919132769},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4849466Z,2,"{""position"":{""x"":-0.172327042,""y"":1.24082577,""z"":0.22094065},""rotation"":{""x"":0.167666629,""y"":0.120393395,""z"":0.17988272,""w"":-0.9617877},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4849466Z,3,"{""position"":{""x"":0.10055688,""y"":1.227118,""z"":0.207175165},""rotation"":{""x"":0.127907917,""y"":0.0177301448,""z"":-0.0314380527,""w"":-0.9911291},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4984623Z,1,"{""position"":{""x"":0.0600126833,""y"":1.57037711,""z"":-0.0311333686},""rotation"":{""x"":0.0322518833,""y"":0.39995268,""z"":-0.00738211069,""w"":0.915938437},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4984623Z,2,"{""position"":{""x"":-0.16636315,""y"":1.24052191,""z"":0.223910958},""rotation"":{""x"":0.168114126,""y"":0.108470984,""z"":0.179435253,""w"":-0.963210642},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.4984623Z,3,"{""position"":{""x"":0.107506767,""y"":1.22652292,""z"":0.206592768},""rotation"":{""x"":0.124130026,""y"":0.00428146264,""z"":-0.0279070772,""w"":-0.9918642},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5136012Z,1,"{""position"":{""x"":0.0609956048,""y"":1.57077289,""z"":-0.0326329321},""rotation"":{""x"":0.0307034031,""y"":0.407314926,""z"":-0.008697348,""w"":0.912730157},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5147053Z,2,"{""position"":{""x"":-0.160598785,""y"":1.24064565,""z"":0.226463348},""rotation"":{""x"":0.169972464,""y"":0.09758224,""z"":0.181359,""w"":-0.963688731},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5147053Z,3,"{""position"":{""x"":0.114108972,""y"":1.22613549,""z"":0.2057417},""rotation"":{""x"":0.121768504,""y"":-0.007299026,""z"":-0.0247351117,""w"":-0.992223442},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5287347Z,1,"{""position"":{""x"":0.0618335828,""y"":1.57100165,""z"":-0.0338587463},""rotation"":{""x"":0.02858338,""y"":0.415159285,""z"":-0.0107272007,""w"":0.9092364},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5287347Z,2,"{""position"":{""x"":-0.155392542,""y"":1.24114525,""z"":0.22870326},""rotation"":{""x"":0.172840148,""y"":0.0895720646,""z"":0.184193671,""w"":-0.963418841},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5287347Z,3,"{""position"":{""x"":0.120899945,""y"":1.22584856,""z"":0.204487443},""rotation"":{""x"":0.121531613,""y"":-0.01958826,""z"":-0.0226027351,""w"":-0.9921369},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5387675Z,1,"{""position"":{""x"":0.0625154,""y"":1.57121289,""z"":-0.03494467},""rotation"":{""x"":0.0271152649,""y"":0.4222598,""z"":-0.0116478326,""w"":0.9059944},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5397736Z,2,"{""position"":{""x"":-0.1508273,""y"":1.241813,""z"":0.2308796},""rotation"":{""x"":0.174957171,""y"":0.0844031647,""z"":0.184805334,""w"":-0.963386238},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5397736Z,3,"{""position"":{""x"":0.127600119,""y"":1.22580969,""z"":0.203195959},""rotation"":{""x"":0.122706689,""y"":-0.03277437,""z"":-0.0204603579,""w"":-0.991690636},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5538085Z,1,"{""position"":{""x"":0.06315432,""y"":1.57120419,""z"":-0.0360051543},""rotation"":{""x"":0.02541206,""y"":0.4276743,""z"":-0.011442557,""w"":0.903503239},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5538085Z,2,"{""position"":{""x"":-0.146348119,""y"":1.24262559,""z"":0.232854947},""rotation"":{""x"":0.176705211,""y"":0.08140824,""z"":0.180423215,""w"":-0.9641553},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5538085Z,3,"{""position"":{""x"":0.1343536,""y"":1.22520089,""z"":0.201876685},""rotation"":{""x"":0.121898495,""y"":-0.0464109741,""z"":-0.018909594,""w"":-0.991276562},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5699026Z,1,"{""position"":{""x"":0.0636572838,""y"":1.57131159,""z"":-0.0369167924},""rotation"":{""x"":0.0243186373,""y"":0.433126718,""z"":-0.0117171034,""w"":0.9009287},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5699026Z,2,"{""position"":{""x"":-0.140915573,""y"":1.24299538,""z"":0.234500468},""rotation"":{""x"":0.177637517,""y"":0.07373129,""z"":0.175082281,""w"":-0.965585232},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5699026Z,3,"{""position"":{""x"":0.140526116,""y"":1.22423053,""z"":0.200713724},""rotation"":{""x"":0.1194607,""y"":-0.0589623824,""z"":-0.018054761,""w"":-0.9909221},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5845113Z,1,"{""position"":{""x"":0.06411621,""y"":1.571362,""z"":-0.03771406},""rotation"":{""x"":0.02372255,""y"":0.438187122,""z"":-0.0124115441,""w"":0.898485},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5850238Z,2,"{""position"":{""x"":-0.134502321,""y"":1.243254,""z"":0.23561877},""rotation"":{""x"":0.179053724,""y"":0.06110936,""z"":0.173096091,""w"":-0.966562569},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5850238Z,3,"{""position"":{""x"":0.1461128,""y"":1.22299051,""z"":0.199517652},""rotation"":{""x"":0.116316274,""y"":-0.0701089948,""z"":-0.0177960768,""w"":-0.9905749},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5986342Z,1,"{""position"":{""x"":0.06437406,""y"":1.57161176,""z"":-0.0387538932},""rotation"":{""x"":0.0230327453,""y"":0.4433818,""z"":-0.013160184,""w"":0.8959402},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5986342Z,2,"{""position"":{""x"":-0.127908081,""y"":1.243653,""z"":0.236460581},""rotation"":{""x"":0.181921586,""y"":0.0470386967,""z"":0.174323127,""w"":-0.966593742},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.5986342Z,3,"{""position"":{""x"":0.151159808,""y"":1.22159994,""z"":0.1983115},""rotation"":{""x"":0.112863995,""y"":-0.07911667,""z"":-0.01808627,""w"":-0.990290463},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.6124021Z,1,"{""position"":{""x"":0.06462941,""y"":1.57171631,""z"":-0.0395946354},""rotation"":{""x"":0.0214749686,""y"":0.44876,""z"":-0.0141060678,""w"":0.8932829},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.6129023Z,2,"{""position"":{""x"":-0.122104973,""y"":1.24407744,""z"":0.237150073},""rotation"":{""x"":0.185234874,""y"":0.03680347,""z"":0.1777524,""w"":-0.9657835},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.6129023Z,3,"{""position"":{""x"":0.155965239,""y"":1.22058439,""z"":0.197016373},""rotation"":{""x"":0.110956356,""y"":-0.08684442,""z"":-0.018594414,""w"":-0.989849},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-12-06T15:58:58.6259882Z,1,"{""position"":{""x"":0.0647353753,""y"":1.57177663,""z"":-0.04028535},""rotation"":{""x"":0.0194751229,""y"":0.45347,""z"":-0.0151025355,""w"":0.890930831},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
